"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: alphalength","Param: expression","Param: numberOfDecisionTableRules","Param: numberOfDecisions","Param: numberOfDecisionsWithBKM","Param: numberOfDecisionsWithContext","Param: numberOfElements","Param: param","Param: resourceName","Param: sparseness","Param: useAlphaNetworkCompiled","Param: useExecModelCompiler"
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.400940,0.022677,"us/op",,"insert before( [1, 2, 3], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.387653,0.005296,"us/op",,"insert before( [1, 2, 3], -3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,53.090591,0.486126,"us/op",,"insert before( [1, 2, 3], 3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELInsertBeforeFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,54.228658,0.376032,"us/op",,"insert before( [1, 2, 3], -3, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.635980,0.012088,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.731521,0.016439,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.459078,0.006952,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.426278,0.006395,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.482316,0.415922,"us/op",,"count( 1, 2, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELListContainsFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,49.586273,0.610169,"us/op",,"count([ 1, 2, 3 ])",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.543711,0.004853,"us/op",,"remove( [1, 2, 3], 1 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.539102,0.001944,"us/op",,"remove( [1, 2, 3], -3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.294556,0.002578,"us/op",,"remove( [1, 2, 3], 1 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.299009,0.003597,"us/op",,"remove( [1, 2, 3], -3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,50.474004,0.494329,"us/op",,"remove( [1, 2, 3], 1 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELRemoveFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,51.844014,0.258529,"us/op",,"remove( [1, 2, 3], -3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELReverseFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.476645,0.003916,"us/op",,"reverse( [1, 2, 3] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELReverseFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.277009,0.003600,"us/op",,"reverse( [1, 2, 3] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELReverseFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,48.520802,0.689179,"us/op",,"reverse( [1, 2, 3] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.850633,0.017662,"us/op",,"sort( [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,2.193189,0.021762,"us/op",,"sort( [3, 1, 4, 5, 2], function(x,y) x < y )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,7.026395,0.051766,"us/op",,"sort( precedes : function(x,y) x < y, list : [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.547511,0.013491,"us/op",,"sort( [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,1.387776,0.013468,"us/op",,"sort( [3, 1, 4, 5, 2], function(x,y) x < y )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,6.470561,0.051455,"us/op",,"sort( precedes : function(x,y) x < y, list : [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,54.401162,1.391667,"us/op",,"sort( [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,67.512926,1.042671,"us/op",,"sort( [3, 1, 4, 5, 2], function(x,y) x < y )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSortFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,73.885515,0.687402,"us/op",,"sort( precedes : function(x,y) x < y, list : [3, 1, 4, 5, 2] )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.724755,0.007013,"us/op",,"sublist( [1, 2, 3, 4, 5 ], 3, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.778395,0.002374,"us/op",,"sublist( [1, 2, 3, 4, 5 ], -5, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.448461,0.004513,"us/op",,"sublist( [1, 2, 3, 4, 5 ], 3, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.469205,0.005440,"us/op",,"sublist( [1, 2, 3, 4, 5 ], -5, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,55.411530,0.596861,"us/op",,"sublist( [1, 2, 3, 4, 5 ], 3, 2 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELSublistFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,55.510292,0.467781,"us/op",,"sublist( [1, 2, 3, 4, 5 ], -5, 3 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELUnionFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.920967,0.013650,"us/op",,"union( [1, 2, 1], [2, 3], 2, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELUnionFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.532985,0.007373,"us/op",,"union( [1, 2, 1], [2, 3], 2, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.list.FEELUnionFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,58.131334,0.887654,"us/op",,"union( [1, 2, 1], [2, 3], 2, 4 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.401971,0.005393,"us/op",,"contains(""foobar"", ""ob"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.412077,0.009079,"us/op",,"contains(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.266186,0.006505,"us/op",,"contains(""foobar"", ""ob"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.266782,0.002915,"us/op",,"contains(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.822710,0.336214,"us/op",,"contains(""foobar"", ""ob"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELContainsFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.110210,0.396801,"us/op",,"contains(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.410364,0.003067,"us/op",,"ends with(""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.417178,0.012097,"us/op",,"ends with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.273201,0.001700,"us/op",,"ends with(""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.280910,0.003740,"us/op",,"ends with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.008462,0.399605,"us/op",,"ends with(""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELEndsWithFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.713855,0.571466,"us/op",,"ends with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELLowerCaseFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.389242,0.003499,"us/op",,"lower case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELLowerCaseFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.279454,0.003821,"us/op",,"lower case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELLowerCaseFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.510943,0.463817,"us/op",,"lower case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.777376,0.014109,"us/op",,"matches(""banana"", ""[a-z]{3}"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.886287,0.009689,"us/op",,"matches(""two \n lines"", ""two.*lines"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.623451,0.007968,"us/op",,"matches(""banana"", ""[a-z]{3}"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.689609,0.012845,"us/op",,"matches(""two \n lines"", ""two.*lines"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.871957,0.374057,"us/op",,"matches(""banana"", ""[a-z]{3}"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELMatchesFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.155292,0.473662,"us/op",,"matches(""two \n lines"", ""two.*lines"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.893659,0.008973,"us/op",,"replace(""banana"",""a"",""o"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.960896,0.018283,"us/op",,"replace(""banana"",""(an)+"", ""**"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.699624,0.010259,"us/op",,"replace(""banana"",""a"",""o"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.767348,0.010607,"us/op",,"replace(""banana"",""(an)+"", ""**"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.828651,0.307143,"us/op",,"replace(""banana"",""a"",""o"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELReplaceFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.657282,0.365876,"us/op",,"replace(""banana"",""(an)+"", ""**"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.422657,0.006584,"us/op",,"starts with(""foobar"", ""fo"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.417440,0.005577,"us/op",,"starts with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.288256,0.002091,"us/op",,"starts with(""foobar"", ""fo"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.293339,0.008999,"us/op",,"starts with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.375066,1.282266,"us/op",,"starts with(""foobar"", ""fo"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStartsWithFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.823846,0.398334,"us/op",,"starts with(""foobar"", ""of"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.670165,0.020591,"us/op",,string(1.1),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.719327,0.008428,"us/op",,"string(date(""2016-08-14""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.499531,0.005713,"us/op",,string(1.1),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.537746,0.004449,"us/op",,"string(date(""2016-08-14""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,44.571278,0.321732,"us/op",,string(1.1),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,53.589966,0.852129,"us/op",,"string(date(""2016-08-14""))",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringLengthFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.375808,0.002477,"us/op",,"string length(""foobar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringLengthFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.289037,0.014560,"us/op",,"string length(""foobar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELStringLengthFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.826752,0.409989,"us/op",,"string length(""foobar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringAfterFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.427486,0.005275,"us/op",,"substring after( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringAfterFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.305935,0.003505,"us/op",,"substring after( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringAfterFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.676783,0.262223,"us/op",,"substring after( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringBeforeFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.432571,0.004686,"us/op",,"substring before( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringBeforeFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.337214,0.010502,"us/op",,"substring before( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringBeforeFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.263165,0.513071,"us/op",,"substring before( ""foobar"", ""bar"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.750623,0.014099,"us/op",,"substring(""foobar"", 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.810635,0.010369,"us/op",,"substring(""foobar"", 3, 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.581475,0.005893,"us/op",,"substring(""foobar"", 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.642856,0.009037,"us/op",,"substring(""foobar"", 3, 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.707431,0.520634,"us/op",,"substring(""foobar"", 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELSubstringFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,47.144456,0.271949,"us/op",,"substring(""foobar"", 3, 3)",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELUpperCaseFunctionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.377976,0.004223,"us/op",,"upper case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELUpperCaseFunctionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.271265,0.002826,"us/op",,"upper case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.functions.string.FEELUpperCaseFunctionBenchmark.evaluateExpressionBenchmark","avgt",1,100,43.952047,0.357039,"us/op",,"upper case(""aBc4"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.138216,0.001828,"us/op",,"[ 1, 2, 3]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.159273,0.001949,"us/op",,"[""a"", ""b"", 15]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.058226,0.002588,"us/op",,"[ 1, 2, 3]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.057680,0.002277,"us/op",,"[""a"", ""b"", 15]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateExpressionBenchmark","avgt",1,100,11.139807,0.108126,"us/op",,"[ 1, 2, 3]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListBenchmark.evaluateExpressionBenchmark","avgt",1,100,10.814961,0.151302,"us/op",,"[""a"", ""b"", 15]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.145000,0.004407,"us/op",,"[ 1, 2, 3][1]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,71.339128,0.495159,"us/op",,"[""a"", ""b"", ""c""][item = ""a""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.052961,0.001056,"us/op",,"[ 1, 2, 3][1]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,33.841131,0.249917,"us/op",,"[""a"", ""b"", ""c""][item = ""a""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateExpressionBenchmark","avgt",1,100,16.066897,0.149032,"us/op",,"[ 1, 2, 3][1]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListFilteringBenchmark.evaluateExpressionBenchmark","avgt",1,100,128.554110,1.670556,"us/op",,"[""a"", ""b"", ""c""][item = ""a""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.411968,0.009574,"us/op",,"[ {x:1, y:2}, {x:2, y:3} ].y",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.270660,0.003457,"us/op",,"[ {x:1, y:2}, {x:2, y:3} ].y",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.lists.FEELListSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,68.680624,0.591667,"us/op",,"[ {x:1, y:2}, {x:2, y:3} ].y",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.109531,0.002318,"us/op",,"date(""2016-07-29"") + duration( ""P3D"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.110812,0.000929,"us/op",,"date(""2016-07-29"") - duration( ""P3D"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.084538,0.001355,"us/op",,"time(""22:57:00"") + duration( ""PT1H1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.092527,0.001707,"us/op",,"time(""22:57:00"") - duration( ""PT1H1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.091531,0.001630,"us/op",,"date and time(""2016-07-29T05:48:23Z"") + duration( ""P1Y1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.099942,0.001022,"us/op",,"date and time(""2016-07-29T05:48:23Z"") - duration( ""P1Y1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.092680,0.002335,"us/op",,"date(""2016-07-29"") + duration( ""P3D"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.103048,0.002033,"us/op",,"date(""2016-07-29"") - duration( ""P3D"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.078286,0.001548,"us/op",,"time(""22:57:00"") + duration( ""PT1H1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.087872,0.002125,"us/op",,"time(""22:57:00"") - duration( ""PT1H1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.075143,0.001188,"us/op",,"date and time(""2016-07-29T05:48:23Z"") + duration( ""P1Y1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.090116,0.001768,"us/op",,"date and time(""2016-07-29T05:48:23Z"") - duration( ""P1Y1M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.mathoperations.FEELDateTimeMathOperationsBenchmark.evaluateExpressionBenchmark","avgt",1,100,55.307648,0.599270,"us/op",,"date(""2016-07-29"") + duration( ""P3D"" )",,,,,,,,,,
